Composite Element REF,Gene_Symbol,Chromosome,Genomic_Coordinate
cg00768439,FAM133A;NAP1L3,X,92928711
cg00769470,DEFB129,20,207338
cg00769520,ST8SIA1,12,22488465
cg00770279,CDKN2D,19,10679308
cg00770871,TULP3,12,2999840
cg00772000,NHLRC1,6,18123049
cg00775197,TCTE1,6,44265054
cg00777121,RASSF1,3,50378191
cg00777555,ARF4,3,57583074
cg00778920,PRPF19,11,60674370
cg00779924,FLJ45983,10,8094641
cg00782174,SLC1A5,19,47291626
cg00782854,BCL2L1,20,30310858
cg00783759,LARP1B,4,128983441
cg00784357,RAC1,7,6413877
cg00791249,FDX1L,19,10426722
cg00792687,C8orf41,8,33370099
cg00792740,UBE3A,15,25684488
cg00792849,GJD2,15,35046610
cg00793648,DDX24;IFI27L1,14,94548768
cg00793774,TRIM8,10,104403707
cg00795268,COMMD9,11,36294323
cg00795812,PDCD1,2,242802009
cg00796728,FUT4,11,94276898
cg00798206,OXSR1,3,38207110
cg00800095,PNMA3,X,152224090
cg00804048,EIF5A,17,7210539
cg00804392,RHOH,4,40198595
cg00806490,CDH13,16,82660873
cg00807586,DLEC1,3,38080790
cg00808492,REG4,1,120354159
cg00810473,SNX22,15,64443709
cg00810495,RPF1,1,84944867
cg00811081,RPAP3,12,48099724
cg00812502,DGCR2,22,19109875
cg00814580,TRAPPC6A;BLOC1S3,19,45680969
cg00815440,UQCRFS1,19,29704028
cg00815583,FBXO16,8,28348123
cg00816620,C1orf25;C1orf26,1,185127501
cg00818693,TTC14,3,180319964
cg00818872,CHRNB2,1,154540271
cg00819310,VANGL1,1,116193783
cg00819362,CLIP3,19,36524208
cg00819696,TIMELESS,12,56843016
cg00821764,UMPS,3,124449680
cg00822607,ZNF688,16,30582918
cg00823148,CRYGB,2,209012295
cg00824109,CHD4,12,6716566
cg00825031,VPS37A;CNOT7,8,17104503
cg00826384,PTPRZ1,7,121513065
cg00827369,EIF4H,7,73588253
cg00828602,WNT5A,3,55520834
cg00830029,NRIP2,12,2943902
cg00830393,LRIG1,3,66552063
cg00831028,C20orf43,20,55043745
cg00832517,C14orf126,14,31926792
cg00833393,TLN1;CREB3,9,35731638
cg00833777,ITGAM,16,31271642
cg00834796,JAKMIP2,5,147161924
cg00834958,TSC22D4,7,100077147
cg00836605,JAZF1,7,28220047
cg00837103,COL9A3,20,61447268
cg00838150,MITF,3,69788442
cg00839584,IL1A,2,113542091
cg00839802,MAN1A1,6,119671238
cg00840403,CHST4,16,71560205
cg00840516,HYAL2,3,50360097
cg00841581,STAG1,3,136471162
cg00842351,TJP2,9,71789653
cg00845900,CPA4,7,129931729
cg00846036,DLG2,11,84634126
cg00848394,WDR51A,3,52188768
cg00848397,DHRS11,17,34948594
cg00848461,PRELID1;RAB24,5,176732093
cg00848728,DAB1,1,58716018
cg00849368,ARSK;TTC37,5,94890411
cg00850538,CRIM1,2,36582038
cg00852964,VNN1,6,133035150
cg00853068,FMNL1,17,43298592
cg00854637,TSNAXIP1;RANBP10,16,67840857
cg00854995,SKP1,5,133512930
cg00856375,PSMD14,2,162164676
cg00858899,CCND1,11,69455277
cg00859193,POMP,13,29233011
cg00859655,CYB5R2,11,7694524
cg00861635,ZNF200,16,3285425
cg00862041,GPRASP2,X,101967017
cg00862290,KCNMB3,3,178984973
cg00862770,FKBP5,6,35655764
cg00864867,PAWR,12,80085268
cg00870662,PARD6G,18,78005665
cg00871453,WDR67,8,124084640
cg00873037,NEIL2,8,11626984
cg00873937,ATOH7,10,69991564
cg00874863,LHFPL1,X,111924370
cg00875272,TAL1,1,47695321
cg00876704,PKN1,19,14544684
cg00877887,DUOXA2;DUOX2,15,45406654
cg00877964,SLC1A4,2,65215638
cg00881086,NCRNA00119;NPHP3,3,132441942
cg00881370,LOC55908;DOCK6,19,11348439
cg00882451,ZP2,16,21222863
cg00882832,SPRY1,4,124317983
cg00884221,IGFBP7,4,57976915
cg00884529,BZW2;ANKMY2,7,16685823
cg00885506,WDR31,9,116102792
cg00886554,NMU,4,56502598
cg00887101,INTS5,11,62420578
cg00887547,TAOK3,12,118811020
cg00887700,EIF2B1;GTF2H3,12,124118360
cg00888007,CCND2,12,4382184
cg00888479,SLC24A3,20,19193824
cg00888561,WDFY2,13,52157910
cg00890257,DEGS2,14,100625756
cg00891278,CCDC37,3,126113784
cg00891541,SMPD3,16,68481487
cg00892393,C16orf73,16,1911525
cg00892798,NGFR,17,47572909
cg00893242,SND1,7,127291580
cg00893636,EPM2AIP1;MLH1,3,37034840
cg00893987,RPL7L1,6,42847415
cg00895324,PCP4,21,41238517
cg00896220,CCL4L1;CCL4L2,17,34639327
cg00897329,LACE1,6,108616288
cg00899086,11-Sep,4,77871294
cg00899641,SF3B1,2,198299586
cg00899659,C10orf25;ZNF22,10,45495971
cg00901493,YBX2,17,7197375
cg00901652,CTR9,11,10772434
cg00901683,PTCD1;CPSF4,7,99036756
cg00901704,SLC25A19,17,73285325
cg00901766,MLLT1,19,6279546
cg00902195,SYT10,12,33592500
cg00903242,CHL1,3,238161
cg00903375,SBDS;TYW1,7,66460591
cg00904483,MGMT,10,131354873
cg00904574,PLK3,1,45265678
cg00905170,RRS1,8,67341306
cg00906183,HGS;ARL16,17,79650926
cg00908551,FANCF,11,22646931
cg00910067,SLC7A10,19,33717545
cg00910168,DHX37,12,125474021
cg00911351,PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB3,5,140767255
cg00911873,PRPS1L1,7,18067463
cg00912191,UBTD2,5,171709917
cg00912942,C1orf127,1,11024484
cg00915206,GAD1,2,171673199
cg00915289,SHC1;CKS1B,1,154946946
cg00916199,TMCO6,5,140019287
cg00916635,PTPN22,1,114414312
cg00917893,PDHB,3,58419781
cg00918005,REG3G,2,79253210
cg00918794,PPIB,15,64454941
cg00919857,TMOD2;LYSMD2,15,52043258
cg00920960,XIAP,X,122993419
cg00922727,C6orf182;SESN1,6,109415123
cg00925229,BAD;GPR137,11,64052547
cg00925717,SCNN1B,16,23313148
cg00929606,ZNF3,7,99680280
cg00929855,HSPA1A;HSPA1L,6,31783364
cg00930078,FBXO28,1,224301953
cg00930194,PROP1,5,177423598
cg00930873,ALDH1A2,15,58357973
cg00931491,SULT1A2,16,28608288
cg00932276,EGFL6,X,13587976
cg00933411,DLC1,8,13373090
cg00935388,RNASE8,14,21525319
cg00935430,ZNF678,1,227751290
cg00936626,PIGZ,3,196694856
cg00939965,PRRG1,X,37245294
cg00940278,GATA6,18,19749504
cg00940891,FGFRL1,4,1006016
cg00941229,OTUD7B,1,149982400
cg00941549,AKAP4,X,49966273
cg00943245,PCDHGA4;PCDHGC3;PCDHGA12;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGC5;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGC4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5,5,140867386
cg00943909,GNAS,20,57427942
cg00943950,UBE2B,5,133706921
cg00945507,SEC61G,7,54827677
cg00945862,SLC4A5,2,74570240
cg00947019,H2AFV,7,44887958
cg00947275,LAS1L,X,64754953
cg00948524,RNF135,17,29297757
cg00949554,UBE2E3,2,181845489
cg00950418,SRPK2,7,105029125
cg00950621,STARD5,15,81616341
cg00951770,RABGGTA,14,24741663
cg00953256,CCND1,11,69468875
cg00953277,SFRS2;MFSD11;MIR636,17,74732700
cg00954003,TMSB10,2,85132392
cg00954566,SCD,10,102106405
cg00955230,RFC2,7,73669205
cg00955451,APBA2,15,29213640
cg00958517,ST3GAL2,16,70473316
cg00958560,C4orf50,4,5990039
cg00960702,CCDC9,19,47759791
cg00962459,PROKR1,2,68871642
cg00962635,SYTL4,X,99986352
cg00962799,SSX8,X,52651887
cg00964109,UBL7,15,74753785
cg00967316,PPP1R3A,7,113558794
cg00968475,BHLHB9,X,101975738
cg00969271,ORM2,9,117093052
cg00969446,ADAP1,7,994666
cg00970325,PAQR9,3,142683176
cg00971396,POLR2H,3,184081400
cg00973286,TNFRSF1A,12,6451130
cg00973334,LASS5,12,50561022
cg00973677,CHRM2,7,136553595
cg00974864,FCGR3B,1,161601053
cg00976054,ATP5H;KCTD2,17,73042537
cg00977690,,X,24167334
cg00979348,HPSE,4,84256345
cg00980978,WFDC2,20,44098724
cg00981643,MECP2,X,153363708
cg00983520,CPT1B;CHKB-CPT1B,22,51017067
cg00983899,CABP2,11,67290853
cg00984602,SRF,6,43139692
cg00986320,CYFIP2,5,156695551
cg00987015,CHRM1,11,62688751
cg00987379,ZNF395,8,28244386
cg00988256,TSPAN16,19,11406173
cg00995065,SLCO1B1,12,21283725
cg00995152,DAB2IP,9,124496315
cg00995327,CHST2,3,142838847
cg00995520,KCNA3,1,111218282
cg00997424,PI4K2A,10,99400181
cg01000094,,11,18283327
cg01001286,,15,81475638
cg01007201,CLEC4A,12,8275205
cg01009664,TRH,3,129693613
cg01013324,EFNB3,17,7608068
cg01015871,MT4,16,56599188
cg01015879,RDX,11,110167749
cg01017147,DNM3,1,171810105
cg01021485,CSNK1G1,15,64648224
cg01025762,DLD,7,107531363
cg01025842,TRADD;FBXL8,16,67195069
cg01026744,NAP1L5;HERC3,4,89619053
cg01027739,DOLPP1,9,131842738
cg01027805,ZNF219;C14orf176,14,21566863
cg01029592,SOX15,17,7493453
cg01031251,RPS6KA1,1,26855423
cg01031400,TNFRSF10D,8,23021513
cg01033160,CEBPG,19,33865273
cg01033938,ADAMTS8,11,130298880
cg01035238,TNFAIP6,2,152213231
cg01035422,PLIN1,15,90222555
cg01036148,RNPEP,1,201951866
cg01036173,C9orf46,9,5437898
cg01036779,SH2D3A,19,6768251
cg01037108,HSPA9,5,137911220
cg01040062,ZZEF1;CYB5D2,17,4046467
cg01040759,ST3GAL5,2,86116384
cg01040850,MR1,1,181002669
cg01041367,TMEM70,8,74888080
cg01043831,TBC1D1;PTTG2,4,37962205
cg01044662,C2orf3,2,75938360
cg01044722,MYH10,17,8534126
cg01045423,RPAP2;GLMN,1,92764536
cg01046174,PIKFYVE,2,209130700
cg01047414,PHYH,10,13341660
cg01048931,VOPP1,7,55639931
cg01049530,BMP3,4,81952008
cg01050433,TYRO3,15,41851042
cg01053621,APOA2,1,161193991
cg01055695,PAEP,9,138452950
cg01056155,BTF3,5,72794294
cg01056568,GLP2R,17,9729258
cg01057962,BCL6,3,187463312
cg01058368,CDH10,5,24645487
cg01062029,ROR2,9,94712909
cg01063524,NME1;NME1-NME2,17,49230700
cg01063813,STAT6,12,57504948
cg01064307,CD55,1,207495038
cg01064957,SNX2,5,122110867
cg01065920,NDUFA12,12,95397325
cg01069256,FAM164A,8,79577942
cg01071811,L3MBTL,20,42143080
cg01072821,T-SP1,8,10382165
cg01076838,TMEM86B,19,55740682
cg01078276,PLAU;C10orf55,10,75670677
cg01078434,MAS1L,6,29455532
cg01078871,FBXO33,14,39901508
cg01079126,MTMR1,X,149861641
cg01080862,IL13RA1,X,117861389
cg01081263,SCUBE2,11,9112471
cg01086868,AR,X,66764531
cg01086895,DCHS1,11,6676515
cg01086978,ARFGEF1,8,68255088
cg01087382,MAP3K7,6,91297190
cg01087710,C16orf70,16,67144175
cg01090445,TRAIP,3,49893948
cg01091448,AMACR,5,34008127
cg01091565,MESP1,15,90294762
cg01092036,MMP8,11,102595300
cg01092561,PPP1R3B,8,9008681
cg01095395,IMPG2,3,101039372
cg01095590,KIAA0040,1,175161785
cg01097940,SPSB2,12,6982320
cg01100784,MAPK8IP3,16,1756771
cg01100796,CPT2,1,53662040
cg01103730,IL20,1,207038704
cg01103836,MYO9B,19,17212632
cg01104423,EIF2AK1,7,6098733
cg01106788,KIAA1632,18,43497533
cg01107031,TGFB1,19,41859159
cg01107741,CANT1,17,77006080
cg01108476,TCP11,6,35109383
cg01109219,RASGRP3,2,33660754
cg01110312,EIF2B1;GTF2H3,12,124116920
cg01110846,KCTD13,16,29937190
cg01112452,ZCCHC12,X,117958532
cg01112778,PPP2R2B,5,146460987
cg01114088,CYTL1,4,5021111
cg01116966,TCF7,5,133450017
cg01117627,CYP46A1,14,100150713
cg01119135,C1orf116,1,207205525
cg01120165,HDAC10,22,50690152
cg01120307,SEMA4D,9,91979149
cg01120308,PICALM,11,85780971
cg01120761,CLEC4C,12,7903170
cg01120898,IL1RAP,3,190231382
cg01124420,EDAR,2,109605518
cg01124961,INTS9;HMBOX1,8,28747453
cg01125463,PEX6,6,42946178
cg01126560,C9orf142,9,139886304
cg01127428,SYCP3,12,102133040
cg01128603,SF3B2,11,65820391
cg01129459,,14,60386828
cg01129847,C19orf35,19,2281919
cg01130192,ACO1,9,32385002
cg01131735,FKBP10;SC65,17,39968419
cg01134491,CLCN6;MTHFR,1,11865789
cg01135200,STXBP5,6,147524578
cg01135626,CDX4,X,72667095
cg01136458,CSMD1,8,4853275
cg01137065,FOXK2,17,80477010
cg01137198,PPTC7,12,111020449
cg01137532,ZNF365,10,64133888
cg01137708,NFKB1,4,103423368
cg01137737,GDE1,16,19533410
cg01138020,SPNS3,17,4337094
cg01139059,TSN,2,122512988
cg01139966,GOLPH3L,1,150669796
cg01140782,FAM58A,X,152864413
cg01141769,USP25,21,17101987
cg01143454,C20orf141;LOC100288797,20,2795601
cg01144251,KLK9,19,51514146
cg01144286,C20orf103,20,9495596
cg01145389,CDKN2C,1,51433840
cg01145396,CHRNG,2,233403063
cg01146980,DNAJC21,5,34930244
cg01148741,DUSP2,2,96811453
cg01150454,MRPS5,2,95787883
cg01151686,LIG3,17,33307622
cg01151699,CACNG2,22,37099259
cg01152019,HOXD4;MIR10B,2,177015044
cg01152499,FAM46C,1,118148320
cg01154193,IQCC;CCDC28B,1,32670957
cg01154537,C10orf4,10,95462167
cg01154775,PACRGL,4,20702329
cg01155039,AMN,14,103389814
cg01160766,RPL38,17,72199871
cg01161216,TCF25,16,89939448
cg01161597,TAF2,8,120844978
cg01166674,ABCB8,7,150725839
cg01168201,HIC1,17,1958412
cg01169610,INPP4A,2,99135471
cg01169624,SGCE;PEG10,7,94286936
cg01169726,DLX5,7,96654425
cg01169778,GBGT1,9,136038690
cg01171588,USP38,4,144106478
cg01171858,SLC5A2,16,31494347
cg01172484,MAGEH1,X,55478539
cg01172656,NRBF2,10,64893120
cg01172735,SESN2,1,28586943
cg01172899,SLC16A14,2,230933751
cg01172972,ZFYVE9,1,52608558
cg01173186,NRSN1,6,24126221
cg01173291,ZSCAN2,15,85144040
cg01176271,SNX1,15,64388259
cg01177524,NEDD9,6,11232933
cg01177956,SLC4A2;CDK5,7,150756509
cg01182585,C7orf30,7,23338735
cg01182697,C1orf83;TMEM59,1,54520432
cg01182873,TAS2R3,7,141464291
cg01183669,ST7L;CAPZA1,1,113162291
cg01184449,EML4,2,42396170
cg01184522,ZNF496,1,247495818
cg01185080,ZNF710,15,90543813
cg01185754,F3,1,95006729
cg01186777,TNFSF9,19,6531016
cg01190915,MT2A,16,56642761
cg01191395,SHBG;SAT2,17,7530998
cg01192900,MIR34B;BTG4;MIR34C,11,111383668
cg01192952,LGALS14,19,40195142
cg01193293,SIGLEC7,19,51644554
cg01194444,MYOG,1,203054722
cg01195014,MAGED1,X,51546668
cg01195053,LOC652276,16,2653274
cg01195127,YIPF4,2,32503081
cg01197831,FBP2,9,97355941
cg01199721,GCN1L1,12,120632764
cg01200060,SCRT2,20,657283
cg01200177,POLR2D,2,128616082
cg01204271,YBX2,17,7198000
cg01204439,TPK1,7,144533322
cg01204985,LILRA4,19,54849738
cg01206472,TOMM22,22,39078311
cg01206970,PPFIA3;LIN7B,19,49621187
cg01211097,USP10,16,84732969
cg01214321,DPYSL2,8,26435429
cg01214847,TMPRSS3,21,43816086
cg01215061,TGIF2LX,X,89176940
cg01216369,SPATA16,3,172859022
cg01220033,WDR34,9,131419100
cg01221484,ZNF584,19,58920079
cg01221637,C20orf112,20,31071944
cg01222684,TTC1,5,159435961
cg01226811,KCNJ8,12,21927612
cg01226883,CLCN6;MTHFR,1,11865642
cg01228636,PTEN;KILLIN,10,89621773
cg01228667,GPR101,X,136114207
cg01230160,DGKD,2,234263768
cg01231779,NID2,14,52535887
cg01234063,ST3GAL4,11,126226007
cg01234133,COL1A1,17,48279072
cg01236137,SUB1,5,32585526
cg01240931,APC,5,112074043
cg01241375,INVS;ERP44,9,102861774
cg01241836,TFE3,X,48901346
cg01242619,PLEC1,8,145049472
cg01243790,TMEM182,2,103379054
cg01244871,FAM82B,8,87520844
cg01245595,LSS;MCM3APAS,21,47648645
cg01245656,ASNS,7,97501918
cg01246254,PLEKHA1,10,124134882
cg01246405,STIM1,11,3876562
cg01248426,ATP6V0D2,8,87111155
cg01249910,SHBG;SAT2,17,7531244
cg01251255,NSUN5,7,72722951
cg01252496,USE1,19,17326655
cg01253107,STOML2,9,35102903
cg01253545,RNF185,22,31556314
cg01254459,PSMC6,14,53173891
cg01254505,BST2,19,17516470
cg01255349,PPFIBP1,12,27676697
cg01255591,R3HDML,20,42965710
cg01257202,DKC1,X,153991830
cg01259619,ITPKB,1,226925702
cg01260219,ADAMTS8,11,130299333
cg01261503,POLG2,17,62493599
cg01261535,UBN1;GLYR1,16,4897216
cg01262913,DSCR9,21,38580486
cg01263716,PHLDA2,11,2951590
cg01264826,CTDSP1,2,219265245
cg01265637,C20orf141;LOC100288797,20,2795930
cg01267315,RNF220,1,44870976
cg01269048,KIAA1244,6,138527542
cg01269795,BTN3A3,6,26440101
cg01272601,AAK1,2,69871685
cg01273150,CORO1C,12,109125569
cg01274324,TCP10L,21,33948002
cg01274660,TRIP6,7,100465625
cg01275830,C10orf95,10,104211749
cg01277844,PYGO2,1,154934734
cg01278291,DOK3,5,176937363
cg01278696,SMARCA5,4,144434369
cg01280080,ATIC,2,216177276
cg01281797,LYSMD1;SCNM1,1,151138249
cg01281904,OPRK1,8,54164757
cg01282074,NKX2-5,5,172662328
cg01282432,C14orf101,14,57046857
cg01283289,ACSS3,12,81472177
cg01284306,C21orf91,21,19190629
cg01284619,HCN2,19,589411
cg01288067,MELK,9,36572645
cg01288089,CXCL10;ART3,4,76944785
cg01288598,CD83,6,14118227
cg01289103,KRT222,17,38821277
cg01291404,COL2A1,12,48397872
cg01292265,NOP56;SNORD110,20,2633870
cg01293143,TCEA2,20,62688326
cg01293647,NEUROD2,17,37764264
cg01294695,MESP1,15,90294640
cg01294702,FOXJ1,17,74136978
cg01295203,PRDM14,8,70984199
cg01297972,TSHZ1,18,72995553
cg01299496,NOP10,15,34635504
cg01301664,FST,5,52775805
cg01302245,TP53AIP1,11,128813583
cg01305421,IGF1,12,102874286
cg01305547,WHSC1,4,1893307
cg01305625,PDLIM4,5,131593812
cg01306510,CDKN1A,6,36646540
cg01307730,HIST1H2BA;HIST1H2AA,6,25726597
cg01308501,IL12A,3,159706823
cg01308601,C12orf49;RNFT2,12,117175828
cg01309153,SURF1;SURF2,9,136224666
cg01309671,FAM122C,X,133941225
cg01311051,ALDOA,16,30064897
cg01311285,SPATA4,4,177116639
cg01313514,WNT3A,1,228194916
cg01313949,OSTCL,6,159278105
cg01313966,SKA1,18,47901443
cg01316071,C14orf139,14,95876996
cg01316516,LDHA,11,18415964
cg01316819,PPP1R1A,12,54982281
cg01318557,LAT2,7,73624319
cg01320040,ZNF295,21,43430494
cg01320361,SEC63,6,108279781
cg01320507,SPHAR;RAB4A,1,229440351
cg01322079,SFT2D1,6,166756591
cg01322897,LETMD1,12,51442056
cg01324261,SCRG1,4,174320378
cg01328164,HINT2,9,35814704
cg01331554,G3BP2,4,76598477
cg01333011,PTHLH,12,28124665
cg01333131,CDC42BPB,14,103524584
cg01333619,NCAPD3;VPS26B,11,134094250
cg01333788,GJB5,1,35220814
cg01334437,LYPLA1,8,55014655
cg01335367,MGC14436;C12orf34,12,110172208
cg01337047,DSG1,18,28897113
cg01340005,SOX2OT;SOX2,3,181429460
cg01342792,FAM71A,1,212797322
cg01343729,ZNF688,16,30582930
cg01344171,RSPH9,6,43612647
cg01344452,DGKE,17,54912143
cg01344518,RGS11,16,326728
cg01346152,DHRS3,1,12678761
cg01346589,RCC2,1,17765897
cg01346718,CSNK1E,22,38713874
cg01347719,AUP1;DQX1,2,74754237
cg01348086,RGS14,5,176785296
cg01348757,PLIN1,15,90223301
cg01350700,DCXR,17,79995808
cg01351032,CIITA,16,10971191
cg01352108,KCNK4,11,64058878
cg01352882,STUB1,16,730130
cg01353347,IRAK1,X,153285158
cg01353448,C7orf16,7,31726912
cg01354473,HOXA9,7,27204803
cg01355520,HADHA;HADHB,2,26468086
cg01355739,GNASAS;GNAS,20,57416888
cg01356829,IL12RB2,1,67772896
cg01357116,ATOH1,4,94749496
cg01357263,BCL7A,12,122459509
cg01359534,AQP10,1,154293651
cg01360325,TAF5,10,105127811
cg01360768,TSG101,11,18548302
cg01361446,IL2RG,X,70331315
cg01361777,DLG5,10,79629102
cg01362183,MAP3K7IP2,6,149639693
cg01366407,FLAD1,1,154955991
cg01366419,WBSCR17,7,70597091
cg01367992,LY9,1,160766535
cg01369413,UBQLN3,11,5530544
cg01371258,ZNF184,6,27440806
cg01371477,ANP32E,1,150207822
cg01372605,C12orf62,12,50505957
cg01372689,MRPL12,17,79670048
cg01373706,TMEM86A,11,18720729
cg01374047,HCFC1R1;THOC6,16,3074170
cg01375871,TPSD1,16,1305420
cg01375994,MXRA5,X,3261645
cg01376672,ANAPC5,12,121790273
cg01377911,NTF4,19,49568036
cg01381846,HOXA9,7,27204785
cg01385430,VPS45,1,150039081
cg01386493,ADRB3,8,37824529
cg01389761,TERC,3,169482968
cg01390445,LIPH,3,185271312
cg01395672,ZNF207,17,30677311
cg01399317,FAM83H,8,144810339
cg01400401,MIR7-3;C19orf30,19,4769531
cg01401337,PHF2,9,96339159
cg01401376,EYA4,6,133563342
cg01402045,SGK196,8,42948717
cg01402255,GATAD2B,1,153800699
cg01403114,CENPK;PPWD1,5,64859509
cg01404197,ZW10,11,113644652
cg01404615,DKK2,4,107958572
cg01405107,LOC404266;HOXB5,17,46671635
cg01405761,CLVS1,8,62200689
cg01407244,TNFRSF10C,8,22961007
cg01407341,SPATA8,15,97326798
cg01407797,CCDC117,22,29168514
cg01408383,PIGA,X,15353254
cg01408558,PDE4A,19,10563212
cg01409734,TRAFD1,12,112563185
cg01410472,CRISPLD1,8,75896975
cg01411954,NVL,1,224517830
cg01412445,HIGD2B;BBS4,15,72978825
cg01413314,IFRD2,3,50330115
cg01413516,INSL3,19,17932328
cg01414934,SH3BGRL3,1,26605969
cg01418124,ARHGAP24,4,86396096
cg01419479,GLUL,1,182360822
cg01419675,RHOB,2,20646880
cg01419679,PTTG1IP,21,46294237
cg01419788,ITPK1,14,93581878
cg01420388,FBXO44;FBXO2,1,11714254
cg01422136,ZCCHC10,5,132362224
cg01424107,CDX2,13,28543113
cg01425405,DLX3,17,48072705
cg01425670,NEGR1,1,72749015
cg01426743,FAM20B,1,178994243
cg01427567,TMC4,19,54676748
cg01428361,RSAD1,17,48556460
cg01428678,GPHN,14,66974051
cg01429181,DCAF8,1,160231585
cg01429321,LOX,5,121413797
cg01429391,MYH7,14,23904930
cg01429996,NANS,9,100819542
cg01430430,SRRM3,7,75914313
cg01430807,NDUFB8,10,102289786
cg01431114,PDE10A,6,166076971
cg01432087,,11,67242162
cg01437411,ATN1,12,7033911
cg01438829,TMEM97,17,26646651
cg01439669,ENC1,5,73936053
cg01439983,PEX13;PUS10,2,61243993
cg01441777,CSNK1E,22,38714416
cg01442426,XCR1,3,46069366
cg01442481,RALY,20,32580856
cg01442799,YAP1,11,101981050
cg01442833,UNG,12,109535398
cg01443067,USP8,15,50716755
cg01443452,GAPDHS,19,36024439
cg01443630,CLCN7,16,1525698
cg01446393,FAM107A,3,58563609
cg01446692,CER1,9,14723496
cg01446983,SPOP,17,47754976
cg01447498,TSNAX-DISC1;TSNAX,1,231664671
cg01449415,ZNF213,16,3184811
cg01450842,STON1-GTF2A1L,2,48796213
cg01454004,SLC17A5,6,74363018
cg01454134,GALP,19,56686707
cg01457080,ANGEL1,14,77278578
cg01457653,FBXL8;TRADD,16,67193218
cg01459162,PADI3,1,17574330
cg01459453,SELP,1,169599212
cg01461641,TMEM63A,1,226069919
cg01462829,HS3ST1,4,11430903
cg01462904,CCDC12,3,47018296
cg01464985,ZNF512,2,27805622
cg01465325,ERCC6,10,50747588
cg01465620,LOC100128640;ACVR2B,3,38496096
cg01465641,ITSN1,21,35015683
cg01466020,DAP3;YY1AP1,1,155659194
cg01466075,SERP1;EIF2A,3,150264366
cg01468621,BRSK2,11,1411609
cg01468868,LIF,22,30642653
cg01469547,OR5P3,11,7847155
cg01470283,SCAND1,20,34542109
cg01471384,DKK2,4,107957265
cg01471713,C1orf115,1,220864279
cg01472101,CLEC10A,17,6983991
cg01473816,ELF5,11,34535281
cg01474260,CCT8L2,22,17073884
cg01476044,MGAM,7,141695293
cg01478450,SLC29A3,10,73079349
cg01479232,C20orf54,20,748992
cg01481441,MLEC,12,121125137
cg01481976,C9orf43;POLE3,9,116174309
cg01482279,ORMDL3,17,38083788
cg01483882,TP53INP2,20,33292450
cg01484156,NCALD,8,102802615
cg01485645,MLLT6,17,36862199
cg01485797,SNORA52;RPLP2,11,810820
cg01485998,VASH2,1,213123897
cg01488147,PEG10,7,94294080
cg01489608,SLC12A4;LCAT,16,67979063
cg01490535,FAM86C,11,71499006
cg01491225,RNU5E;RNU5D;ZCCHC9,5,80597551
cg01491540,EFCAB5;SSH2,17,28256424
cg01492649,TMEM135,11,86749237
cg01493303,GRWD1,19,48949047
cg01493517,IFFO1,12,6665447
cg01494593,ACOXL,2,111556249
cg01495509,KCNIP1;KCNMB1,5,169816378
cg01497501,ZFAND2A,7,1200135
cg01497527,ANKDD1A,15,65214165
cg01497576,SLC24A5,15,48413218
cg01498098,SACS,13,23942776
cg01500097,AKD1;FIG4,6,110011156
cg01500140,LIM2,19,51890586
cg01500421,HARS2;HARS,5,140070872
cg01500567,CDC5L,6,44355777
cg01505176,VARS,6,31763310
cg01505590,PHLDA2,11,2950632
cg01507173,IL1F5,2,113816662
cg01508386,GORAB,1,170501078
cg01510051,ZNF542,19,56879262
cg01511567,SSRP1,11,57103631
cg01512854,PCDHB3,5,140480967
cg01513611,VMAC;NDUFA11,19,5904233
cg01513661,SAPS2,22,50781987
cg01514487,MYO1A,12,57444047
cg01515426,ANAPC11;THOC4,17,79850075
cg01517033,WFDC3;DNTTIP1,20,44421751
cg01519742,JAKMIP1,4,6202091
cg01520924,HSPA2,14,65006170
cg01522721,MIR1181;CDC37,19,10514734
cg01522975,VPS45,1,150039920
cg01525376,LCK,1,32716212
cg01526089,P2RX1,17,3819390
cg01530101,KCNQ1DN,11,2891098
cg01531431,PPDPF,20,62150863
cg01532080,SSBP4,19,18529846
cg01532103,BSG,19,571107
cg01532771,CLEC4M,19,7827560
cg01533387,IFI30,19,18284728
cg01535453,ACADS,12,121163887
cg01536400,NDUFA8;MORN5,9,124923283
cg01536980,EEF1A1,6,74231252
cg01538982,CCDC51;CCDC72,3,48481510
cg01539186,GZF1,20,23343673
cg01541443,C7orf41,7,30185315
cg01541629,NSUN2;SRD5A1,5,6633111
cg01543654,C17orf93;PRAC,17,46800639
cg01545079,CPNE6,14,24541377
cg01545242,ASF1B,19,14248090
cg01546046,AP4S1;STRN3,14,31494849
cg01546430,ITK,5,156607836
cg01546563,GATA4,8,11567189
cg01550148,H2AFY,5,134735544
cg01555431,AKAP12,6,151562026
cg01556075,C19orf59,19,7741454
cg01557297,SLC22A17,14,23822017
cg01557667,,22,43411403
cg01557989,SLC24A3,20,19192675
